pathogen,country,trailing_weeks,trailing_values,forecast_hw_weeks,forecast_hw_values,forecast_hw_threshold_pct,forecast_hw_high_risk_weeks,tda_n_anomalies,tda_H0_z,tda_H1_z,tda_status,tda_trend,tda_lead_weeks,tda_past_rising,tda_past_falling,tda_seasonal_iso_weeks,hw_last_obs_week,hw_residual_z,hw_surprised,pca_dist_z,pca_position,convergence,target_weeks,target_values,cutoff_week
RSV,Germany,2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20,11.3|13.0|7.6|0.0|2.1|2.4,2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32,2.65|2.22|2.22|2.56|2.22|2.23|2.23|3.06|2.23|3.23|2.23|2.23,5.8,,8,0.75,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W20,0.45,False,-0.3,normal,0,2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32,2.9|0.0|1.5|2.3|0.0|0.0|2.3|0.0|0.0|0.0|0.0|0.0,2025-W20
RSV,Germany,2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22,7.6|0.0|2.1|2.4|2.9|0.0,2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34,0.36|0.69|0.36|0.36|0.36|1.19|0.35|1.35|0.35|0.35|0.35|2.02,5.7,,8,0.46,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W22,-0.88,False,-0.96,normal,0,2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34,1.5|2.3|0.0|0.0|2.3|0.0|0.0|0.0|0.0|0.0|3.0|0.0,2025-W22
RSV,Germany,2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24,2.1|2.4|2.9|0.0|1.5|2.3,2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36,1.87|1.87|1.87|2.7|1.87|2.87|1.87|1.87|1.87|3.53|1.87|2.23,5.7,,8,0.48,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W24,0.23,False,-0.68,normal,0,2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36,0.0|0.0|2.3|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0,2025-W24
RSV,Germany,2025-W21|2025-W22|2025-W23|2025-W24|2025-W25|2025-W26,2.9|0.0|1.5|2.3|0.0|0.0,2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38,0.04|0.87|0.04|1.04|0.04|0.04|0.04|1.71|0.04|0.41|0.04|0.88,5.65,,8,0.23,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W26,-0.1,False,-0.45,normal,0,2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38,2.3|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0,2025-W26
RSV,Germany,2025-W23|2025-W24|2025-W25|2025-W26|2025-W27|2025-W28,1.5|2.3|0.0|0.0|2.3|0.0,2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40,-0.4|0.6|-0.4|-0.4|-0.4|1.27|-0.4|-0.03|-0.4|0.44|0.6|0.27,5.55,,8,1.65,-0.36,elevated,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W28,-1.02,False,-0.57,normal,1,2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40,0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2025-W28
RSV,Germany,2025-W25|2025-W26|2025-W27|2025-W28|2025-W29|2025-W30,0.0|0.0|2.3|0.0|0.0|0.0,2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42,-0.85|-0.85|-0.85|0.81|-0.85|-0.49|-0.85|-0.02|0.15|-0.19|0.65|2.61,5.5,,8,0.44,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W30,-0.34,False,-0.52,normal,0,2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42,0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.1,2025-W30
RSV,Germany,2025-W27|2025-W28|2025-W29|2025-W30|2025-W31|2025-W32,2.3|0.0|0.0|0.0|0.0|0.0,2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44,-0.02|1.64|-0.02|0.34|-0.02|0.81|0.98|0.65|1.48|3.45|2.45|5.35,5.5,,8,0.59,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W32,0.05,False,-0.48,normal,0,2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44,3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.1|0.0|0.0,2025-W32
RSV,Germany,2025-W29|2025-W30|2025-W31|2025-W32|2025-W33|2025-W34,0.0|0.0|0.0|0.0|3.0|0.0,2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46,-0.96|-0.6|-0.96|-0.13|0.04|-0.29|0.54|2.51|1.51|4.41|6.24|8.04,5.47,2025-W45|2025-W46,8,-0.67,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W34,-1.52,False,-0.6,normal,2,2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.1|0.0|0.0|0.9|0.0,2025-W34
RSV,Germany,2025-W31|2025-W32|2025-W33|2025-W34|2025-W35|2025-W36,0.0|0.0|3.0|0.0|0.0|0.0,2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48,-0.33|0.5|0.67|0.33|1.17|3.13|2.13|5.03|6.87|8.67|8.44|7.67,5.43,2025-W45|2025-W46|2025-W47|2025-W48,8,-2.16,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W36,-0.07,False,0.31,normal,3,2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48,0.0|0.0|0.0|0.0|0.0|1.1|0.0|0.0|0.9|0.0|0.7|1.4,2025-W36
RSV,Germany,2025-W33|2025-W34|2025-W35|2025-W36|2025-W37|2025-W38,3.0|0.0|0.0|0.0|0.0|0.0,2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50,0.3|-0.03|0.8|2.77|1.77|4.67|6.51|8.31|8.08|7.31|10.18|12.61,5.3,2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50,8,-1.8,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W38,-0.29,False,0.28,normal,3,2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50,0.0|0.0|0.0|1.1|0.0|0.0|0.9|0.0|0.7|1.4|1.8|2.5,2025-W38
RSV,Germany,2025-W35|2025-W36|2025-W37|2025-W38|2025-W39|2025-W40,0.0|0.0|0.0|0.0|0.0|0.0,2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52,0.79|2.75|1.75|4.65|6.49|8.29|8.05|7.28|10.15|12.58|10.88|10.35,5.1,2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52,8,-0.47,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W40,0.1,False,0.35,normal,2,2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52,0.0|1.1|0.0|0.0|0.9|0.0|0.7|1.4|1.8|2.5|4.7|1.7,2025-W40
RSV,Germany,2025-W37|2025-W38|2025-W39|2025-W40|2025-W41|2025-W42,0.0|0.0|0.0|0.0|0.0|1.1,2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02,0.27|3.17|5.0|6.8|6.57|5.8|8.67|11.1|9.4|8.87|10.91|8.39,5.0,2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02,8,-0.27,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W42,-0.37,False,-0.35,normal,2,2025-W43|2025-W44|2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02,0.0|0.0|0.9|0.0|0.7|1.4|1.8|2.5|4.7|1.7|3.6|5.8,2025-W42
RSV,Germany,2025-W39|2025-W40|2025-W41|2025-W42|2025-W43|2025-W44,0.0|0.0|0.0|1.1|0.0|0.0,2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04,2.34|4.14|3.9|3.14|6.0|8.43|6.73|6.2|8.24|5.72|4.79|4.67,5.0,2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02,8,0.37,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W44,-1.1,False,-1.04,normal,2,2025-W45|2025-W46|2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04,0.9|0.0|0.7|1.4|1.8|2.5|4.7|1.7|3.6|5.8|7.7|7.7,2025-W44
RSV,Germany,2025-W41|2025-W42|2025-W43|2025-W44|2025-W45|2025-W46,0.0|1.1|0.0|0.0|0.9|0.0,2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05|2026-W06,0.24|-0.53|2.34|4.77|3.07|2.54|4.59|2.06|1.14|1.01|1.71|-0.31,4.88,,8,0.48,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W46,-1.09,False,-1.3,normal,0,2025-W47|2025-W48|2025-W49|2025-W50|2025-W51|2025-W52|2026-W01|2026-W02|2026-W03|2026-W04|2026-W05|2026-W06,0.7|1.4|1.8|2.5|4.7|1.7|3.6|5.8|7.7|7.7|7.4|11.6,2025-W46
RSV,Greece,2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16,3.7|0.6|0.0|0.6|1.7|1.9,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,1.35|1.35|1.35|1.44|1.53|1.61|1.7|1.79|1.88|1.97|2.05|2.14,4.24,,7,0.07,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W16,0.45,False,-0.18,normal,0,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,0.8|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W16
RSV,Greece,2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18,0.0|0.6|1.7|1.9|0.8|0.7,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,1.01|1.09|1.18|1.27|1.36|1.45|1.54|1.62|1.71|1.8|1.89|1.98,4.15,,7,-0.08,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W18,-0.25,False,-0.53,normal,0,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W18
RSV,Greece,2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20,1.7|1.9|0.8|0.7|0.0|0.0,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32,0.63|0.72|0.81|0.9|0.98|1.07|1.16|1.25|1.34|1.43|1.51|1.6,4.06,,7,-1.5,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W20,-0.45,False,-0.43,normal,0,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W20
RSV,Greece,2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22,0.8|0.7|0.0|0.0|0.0|0.0,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34,0.45|0.54|0.63|0.72|0.81|0.89|0.98|1.07|1.16|1.25|1.34|1.42,3.97,,7,-0.75,1.62,elevated,"H0_falling,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W22,-0.3,False,-0.22,normal,1,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W22
RSV,Greece,2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24,0.0|0.0|0.0|0.0|0.0|0.0,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36,0.36|0.45|0.54|0.63|0.72|0.81|0.89|0.98|1.07|1.16|1.25|1.34,3.88,,7,-0.22,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W24,-0.23,False,-0.65,normal,0,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W24
RSV,Greece,2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26,0.0|0.0|0.0|0.0|0.0|0.0,2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38,0.32|0.41|0.5|0.59|0.68|0.76|0.85|0.94|1.03|1.12|1.2|1.29,3.84,,8,-3.59,-0.36,anomaly,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W26,-0.2,False,-0.23,normal,1,2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W26
RSV,Greece,2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28,0.0|0.0|0.0|0.0|0.0|0.0,2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40,0.3|0.39|0.48|0.57|0.65|0.74|0.83|0.92|1.01|1.09|1.18|1.27,3.8,,8,-1.41,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W28,-0.18,False,-0.19,normal,0,2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W28
RSV,Greece,2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30,0.0|0.0|0.0|0.0|0.0|0.0,2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42,0.29|0.38|0.47|0.55|0.64|0.73|0.82|0.91|1.0|1.08|1.17|1.26,3.75,,8,0.1,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W30,-0.17,False,0.35,normal,0,2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W30
RSV,Greece,2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32,0.0|0.0|0.0|0.0|0.0|0.0,2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44,0.28|0.37|0.46|0.55|0.64|0.72|0.81|0.9|0.99|1.08|1.17|1.25,3.71,,8,0.52,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W32,-0.17,False,0.65,normal,0,2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W32
RSV,Greece,2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34,0.0|0.0|0.0|0.0|0.0|0.0,2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46,0.28|0.37|0.46|0.55|0.63|0.72|0.81|0.9|0.99|1.07|1.16|1.25,3.7,,8,0.57,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W34,-0.17,False,-0.09,normal,0,2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W34
RSV,Greece,2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36,0.0|0.0|0.0|0.0|0.0|0.0,2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48,0.28|0.37|0.45|0.54|0.63|0.72|0.81|0.9|0.98|1.07|1.86|1.25,3.7,,8,1.12,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W36,-0.17,False,-0.43,normal,0,2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2024-W36
RSV,Greece,2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38,0.0|0.0|0.0|0.0|0.0|0.0,2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50,0.28|0.36|0.45|0.54|0.63|0.72|0.81|0.89|1.68|1.07|2.01|1.8,3.61,,8,0.42,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W38,-0.17,False,-0.13,normal,0,2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.7,2024-W38
RSV,Greece,2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40,0.0|0.0|0.0|0.0|0.0|0.0,2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52,0.28|0.36|0.45|0.54|0.63|0.72|1.51|0.89|1.83|1.62|4.01|5.55,3.53,2024-W51|2024-W52,8,-0.75,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W40,-0.17,False,-0.27,normal,2,2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.7|0.0|5.6,2024-W40
RSV,Greece,2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42,0.0|0.0|0.0|0.0|0.0|0.0,2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02,0.27|0.36|0.45|0.54|1.33|0.72|1.65|1.44|3.83|5.37|3.46|8.86,3.44,2024-W51|2024-W52|2025-W01|2025-W02,8,-1.15,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W42,-0.17,False,-0.26,normal,2,2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02,0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.7|0.0|5.6|1.4|0.0,2024-W42
RSV,Greece,2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44,0.0|0.0|0.0|0.0|0.0|0.0,2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04,0.27|0.36|1.15|0.54|1.48|1.26|3.65|5.19|3.28|8.68|1.48|5.68,3.35,2024-W51|2024-W52|2025-W02|2025-W04,8,-1.71,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W44,-0.17,False,-0.9,normal,3,2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04,0.0|0.0|0.0|0.0|0.0|7.7|0.0|5.6|1.4|0.0|4.3|1.9,2024-W44
RSV,Greece,2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46,0.0|0.0|0.0|0.0|0.0|0.0,2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06,0.97|0.36|1.3|1.09|3.47|5.01|3.1|8.5|1.3|5.5|4.65|3.85,3.26,2024-W51|2024-W52|2025-W02|2025-W04|2025-W05|2025-W06,8,-1.56,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W46,-0.17,False,-1.0,normal,3,2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06,0.0|0.0|0.0|7.7|0.0|5.6|1.4|0.0|4.3|1.9|2.3|0.0,2024-W46
RSV,Greece,2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48,0.0|0.0|0.0|0.0|0.0|0.0,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08,0.97|0.75|3.14|4.68|2.77|8.17|0.97|5.17|4.32|3.52|3.52|2.67,3.18,2024-W52|2025-W02|2025-W04|2025-W05|2025-W06|2025-W07,8,-0.5,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W48,-0.03,False,-1.62,normal,2,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08,0.0|7.7|0.0|5.6|1.4|0.0|4.3|1.9|2.3|0.0|4.8|5.0,2024-W48
RSV,Greece,2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50,0.0|0.0|0.0|0.0|0.0|7.7,2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10,5.02|6.56|4.65|10.05|2.85|7.05|6.2|5.4|5.4|4.55|5.3|1.75,3.26,2024-W51|2024-W52|2025-W01|2025-W02|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09,8,1.16,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W50,4.16,True,-0.92,normal,2,2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10,0.0|5.6|1.4|0.0|4.3|1.9|2.3|0.0|4.8|5.0|2.2|4.3,2024-W50
RSV,Greece,2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52,0.0|0.0|0.0|7.7|0.0|5.6,2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12,3.32|8.72|1.52|5.72|4.87|4.07|4.07|3.22|3.97|0.42|-0.13|-1.68,3.35,2025-W02|2025-W04|2025-W05|2025-W06|2025-W07|2025-W09,8,-1.03,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W52,0.28,False,1.01,elevated,2,2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12,1.4|0.0|4.3|1.9|2.3|0.0|4.8|5.0|2.2|4.3|6.2|5.7,2024-W52
RSV,Greece,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02,0.0|7.7|0.0|5.6|1.4|0.0,2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14,-1.25|2.95|2.1|1.3|1.3|0.45|1.2|-2.35|-2.9|-4.45|-4.75|-4.45,3.26,,8,-0.76,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W02,-4.14,True,1.17,elevated,0,2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14,4.3|1.9|2.3|0.0|4.8|5.0|2.2|4.3|6.2|5.7|2.9|3.8,2025-W02
