pathogen,country,trailing_weeks,trailing_values,forecast_hw_weeks,forecast_hw_values,forecast_hw_threshold_pct,forecast_hw_high_risk_weeks,tda_n_anomalies,tda_H0_z,tda_H1_z,tda_status,tda_trend,tda_lead_weeks,tda_past_rising,tda_past_falling,tda_seasonal_iso_weeks,hw_last_obs_week,hw_residual_z,hw_surprised,pca_dist_z,pca_position,convergence,target_weeks,target_values,cutoff_week
Influenza,Austria,2023-W48|2023-W49|2023-W50|2023-W51|2023-W52|2024-W01,2.7|8.6|7.3|9.3|25.4|17.3,2024-W02|2024-W03|2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13,4.75|-3.75|2.7|1.65|0.8|4.35|4.6|5.55|6.85|8.9|12.3|13.05,20.4,,7,0.04,-0.36,normal,"H0_rising,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W01,-0.08,False,-0.16,normal,0,2024-W02|2024-W03|2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13,18.8|25.6|30.8|33.9|34.0|24.1|26.2|13.5|13.3|17.4|3.9|6.5,2024-W01
Influenza,Austria,2023-W50|2023-W51|2023-W52|2024-W01|2024-W02|2024-W03,7.3|9.3|25.4|17.3|18.8|25.6,2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15,43.63|54.0|64.44|79.15|90.44|102.33|114.47|127.28|141.39|152.79|162.03|174.97,20.5,2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15,7,0.17,-0.36,normal,"H0_falling,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W03,1.46,False,1.03,elevated,2,2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15,30.8|33.9|34.0|24.1|26.2|13.5|13.3|17.4|3.9|6.5|8.0|2.4,2024-W03
Influenza,Austria,2023-W52|2024-W01|2024-W02|2024-W03|2024-W04|2024-W05,25.4|17.3|18.8|25.6|30.8|33.9,2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17,33.3|37.17|37.47|38.74|40.67|43.52|47.44|48.31|47.11|50.0|50.46|50.48,20.7,2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17,7,1.03,-0.36,normal,"H0_rising,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W05,0.78,False,0.79,normal,2,2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17,34.0|24.1|26.2|13.5|13.3|17.4|3.9|6.5|8.0|2.4|3.6|3.1,2024-W05
Influenza,Austria,2024-W02|2024-W03|2024-W04|2024-W05|2024-W06|2024-W07,18.8|25.6|30.8|33.9|34.0|24.1,2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19,24.35|25.3|26.6|28.65|32.05|32.8|31.4|33.73|33.16|32.59|32.02|31.45,21.04,2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19,7,0.84,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W07,-2.44,True,0.15,normal,2,2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19,26.2|13.5|13.3|17.4|3.9|6.5|8.0|2.4|3.6|3.1|2.3|4.9,2024-W07
Influenza,Austria,2024-W04|2024-W05|2024-W06|2024-W07|2024-W08|2024-W09,30.8|33.9|34.0|24.1|26.2|13.5,2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21,8.77|4.92|2.56|-2.35|-9.25|-12.27|-17.99|-23.52|-28.91|-34.17|-39.28|-44.21,21.33,,7,0.45,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W09,-2.14,True,0.07,normal,0,2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21,13.3|17.4|3.9|6.5|8.0|2.4|3.6|3.1|2.3|4.9|1.3|0.0,2024-W09
Influenza,Austria,2024-W06|2024-W07|2024-W08|2024-W09|2024-W10|2024-W11,34.0|24.1|26.2|13.5|13.3|17.4,2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23,20.8|21.55|20.14|22.47|21.9|21.33|20.76|20.19|19.62|19.05|18.48|17.91,21.04,2024-W13|2024-W15|2024-W16|2024-W17,7,1.35,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W11,0.36,False,-0.28,normal,2,2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23,3.9|6.5|8.0|2.4|3.6|3.1|2.3|4.9|1.3|0.0|0.0|2.5,2024-W11
Influenza,Austria,2024-W08|2024-W09|2024-W10|2024-W11|2024-W12|2024-W13,26.2|13.5|13.3|17.4|3.9|6.5,2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25,5.1|7.42|6.86|6.29|5.72|5.15|4.58|4.01|3.44|2.88|2.31|1.74,20.74,,7,1.31,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W13,0.31,False,-0.39,normal,0,2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25,8.0|2.4|3.6|3.1|2.3|4.9|1.3|0.0|0.0|2.5|0.0|1.1,2024-W13
Influenza,Austria,2024-W10|2024-W11|2024-W12|2024-W13|2024-W14|2024-W15,13.3|17.4|3.9|6.5|8.0|2.4,2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27,1.83|1.26|0.69|0.13|-0.44|-1.01|-1.58|-2.15|-2.72|-3.28|-3.85|-4.42,20.72,,7,1.08,-0.36,normal,"H0_rising,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W15,-1.33,False,-0.19,normal,0,2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27,3.6|3.1|2.3|4.9|1.3|0.0|0.0|2.5|0.0|1.1|0.0|0.0,2024-W15
Influenza,Austria,2024-W12|2024-W13|2024-W14|2024-W15|2024-W16|2024-W17,3.9|6.5|8.0|2.4|3.6|3.1,2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29,2.53|1.97|1.4|0.83|0.26|-0.31|-0.87|-1.44|-2.01|-2.58|-3.15|-3.72,20.7,,7,-0.26,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W17,0.01,False,-0.13,normal,0,2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29,2.3|4.9|1.3|0.0|0.0|2.5|0.0|1.1|0.0|0.0|0.0|0.0,2024-W17
Influenza,Austria,2024-W14|2024-W15|2024-W16|2024-W17|2024-W18|2024-W19,8.0|2.4|3.6|3.1|2.3|4.9,2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31,4.33|3.76|3.19|2.62|2.06|1.49|0.92|0.35|-0.22|-0.79|-1.36|-1.92,20.65,,7,-0.81,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W19,0.54,False,-0.48,normal,0,2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31,1.3|0.0|0.0|2.5|0.0|1.1|0.0|0.0|0.0|0.0|1.0|1.1,2024-W19
Influenza,Austria,2024-W16|2024-W17|2024-W18|2024-W19|2024-W20|2024-W21,3.6|3.1|2.3|4.9|1.3|0.0,2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33,-0.57|-1.14|-1.7|-2.27|-2.84|-3.41|-3.97|-4.54|-5.11|-5.68|-6.25|-6.82,20.6,,7,-0.5,-0.36,normal,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W21,-0.13,False,-0.17,normal,0,2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33,0.0|2.5|0.0|1.1|0.0|0.0|0.0|0.0|1.0|1.1|0.0|1.8,2024-W21
Influenza,Austria,2024-W18|2024-W19|2024-W20|2024-W21|2024-W22|2024-W23,2.3|4.9|1.3|0.0|0.0|2.5,2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35,1.93|1.36|0.79|0.22|-0.34|-0.91|-1.48|-2.05|-2.62|-3.19|-3.76|-4.33,20.5,,7,-0.03,1.62,elevated,"H0_falling,H1_rising",7,3,4,1|46|47|49|50|51|52,2024-W23,0.53,False,-0.6,normal,1,2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35,0.0|1.1|0.0|0.0|0.0|0.0|1.0|1.1|0.0|1.8|1.2|1.4,2024-W23
Influenza,Austria,2024-W20|2024-W21|2024-W22|2024-W23|2024-W24|2024-W25,1.3|0.0|0.0|2.5|0.0|1.1,2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37,0.53|-0.04|-0.6|-1.17|-1.74|-2.31|-2.88|-3.45|-4.01|-4.58|-5.15|-5.72,20.4,,7,-2.13,-0.36,elevated,"H0_falling,H1_falling",7,3,4,1|46|47|49|50|51|52,2024-W25,0.29,False,-0.74,normal,1,2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37,0.0|0.0|0.0|0.0|1.0|1.1|0.0|1.8|1.2|1.4|0.0|0.0,2024-W25
Influenza,Austria,2024-W22|2024-W23|2024-W24|2024-W25|2024-W26|2024-W27,0.0|2.5|0.0|1.1|0.0|0.0,2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39,-0.57|-1.14|-1.71|-2.27|-2.84|-3.41|-3.98|-4.55|-5.11|-5.68|-6.25|-6.82,20.3,,8,-2.45,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W27,0.1,False,-0.36,normal,1,2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39,0.0|0.0|1.0|1.1|0.0|1.8|1.2|1.4|0.0|0.0|0.0|0.5,2024-W27
Influenza,Austria,2024-W24|2024-W25|2024-W26|2024-W27|2024-W28|2024-W29,0.0|1.1|0.0|0.0|0.0|0.0,2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41,-0.57|-1.14|-1.7|-2.27|-2.84|-3.41|-3.98|-4.55|-5.12|-5.69|-6.26|-7.1,20.2,,8,-1.63,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W29,0.1,False,0.8,normal,1,2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41,1.0|1.1|0.0|1.8|1.2|1.4|0.0|0.0|0.0|0.5|0.0|1.6,2024-W29
Influenza,Austria,2024-W26|2024-W27|2024-W28|2024-W29|2024-W30|2024-W31,0.0|0.0|0.0|0.0|1.0|1.1,2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43,0.53|-0.04|-0.6|-1.17|-1.74|-2.3|-2.87|-3.44|-4.01|-4.85|-4.84|-4.93,20.18,,8,0.74,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W31,0.12,False,-0.48,normal,0,2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43,0.0|1.8|1.2|1.4|0.0|0.0|0.0|0.5|0.0|1.6|0.0|0.5,2024-W31
Influenza,Austria,2024-W28|2024-W29|2024-W30|2024-W31|2024-W32|2024-W33,0.0|0.0|1.0|1.1|0.0|1.8,2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45,1.23|0.66|0.1|-0.47|-1.04|-1.61|-2.18|-3.02|-3.02|-3.11|-3.35|-3.3,20.15,,8,0.67,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W33,0.42,False,0.73,normal,0,2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45,1.2|1.4|0.0|0.0|0.0|0.5|0.0|1.6|0.0|0.5|0.0|0.0,2024-W33
Influenza,Austria,2024-W30|2024-W31|2024-W32|2024-W33|2024-W34|2024-W35,1.0|1.1|0.0|1.8|1.2|1.4,2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47,0.83|0.26|-0.31|-0.88|-1.45|-2.3|-2.29|-2.39|-2.63|-2.58|-3.52|-0.33,19.98,,8,1.14,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W35,0.14,False,0.81,normal,0,2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47,0.0|0.0|0.0|0.5|0.0|1.6|0.0|0.5|0.0|0.0|0.0|0.4,2024-W35
Influenza,Austria,2024-W32|2024-W33|2024-W34|2024-W35|2024-W36|2024-W37,0.0|1.8|1.2|1.4|0.0|0.0,2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49,-0.57|-1.14|-1.71|-2.55|-2.54|-2.64|-2.88|-2.82|-3.77|-0.57|9.48|19.28,19.8,,8,1.09,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W37,0.1,False,-0.06,normal,0,2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49,0.0|0.5|0.0|1.6|0.0|0.5|0.0|0.0|0.0|0.4|0.4|1.6,2024-W37
Influenza,Austria,2024-W34|2024-W35|2024-W36|2024-W37|2024-W38|2024-W39,1.2|1.4|0.0|0.0|0.0|0.5,2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51,-0.07|-0.91|-0.91|-1.0|-1.25|-1.19|-2.13|1.07|11.12|20.92|25.71|24.11,19.68,2024-W49|2024-W50|2024-W51,8,-0.74,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W39,0.2,False,-0.08,normal,2,2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51,0.0|1.6|0.0|0.5|0.0|0.0|0.0|0.4|0.4|1.6|3.0|12.5,2024-W39
Influenza,Austria,2024-W36|2024-W37|2024-W38|2024-W39|2024-W40|2024-W41,0.0|0.0|0.0|0.5|0.0|1.6,2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,1.61|1.51|1.27|1.32|0.38|3.58|13.62|23.42|28.23|26.63|34.53|26.68,19.57,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,8,-1.2,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W41,0.45,False,0.47,normal,2,2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,0.0|0.5|0.0|0.0|0.0|0.4|0.4|1.6|3.0|12.5|15.1|23.7,2024-W41
Influenza,Austria,2024-W38|2024-W39|2024-W40|2024-W41|2024-W42|2024-W43,0.0|0.5|0.0|1.6|0.0|0.5,2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03,0.26|0.31|-0.63|2.57|12.62|22.42|27.22|25.62|33.52|25.67|17.81|14.41,19.27,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,8,-1.03,2.33,elevated,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W43,0.11,False,-0.63,normal,3,2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03,0.0|0.0|0.0|0.4|0.4|1.6|3.0|12.5|15.1|23.7|32.2|30.1,2024-W43
Influenza,Austria,2024-W40|2024-W41|2024-W42|2024-W43|2024-W44|2024-W45,0.0|1.6|0.0|0.5|0.0|0.0,2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05,-0.94|2.26|12.31|22.11|26.91|25.31|33.22|25.37|17.5|14.11|20.14|20.47,18.98,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W04|2025-W05,8,-1.78,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W45,-0.01,False,-0.92,normal,3,2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05,0.0|0.4|0.4|1.6|3.0|12.5|15.1|23.7|32.2|30.1|40.8|42.2,2024-W45
Influenza,Austria,2024-W42|2024-W43|2024-W44|2024-W45|2024-W46|2024-W47,0.0|0.5|0.0|0.0|0.0|0.4,2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07,10.45|20.25|25.05|23.45|31.35|23.5|15.63|12.23|18.26|18.59|18.06|17.12,18.89,2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,8,-0.44,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W47,-0.52,False,-1.34,normal,2,2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07,0.4|1.6|3.0|12.5|15.1|23.7|32.2|30.1|40.8|42.2|44.3|40.7,2024-W47
Influenza,Austria,2024-W44|2024-W45|2024-W46|2024-W47|2024-W48|2024-W49,0.0|0.0|0.0|0.4|0.4|1.6,2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09,6.4|4.8|12.7|4.85|-3.02|-6.42|-0.39|-0.05|-0.59|-1.52|-0.65|-4.25,18.8,,8,-0.01,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2024-W49,-1.57,False,-1.49,normal,0,2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09,3.0|12.5|15.1|23.7|32.2|30.1|40.8|42.2|44.3|40.7|38.5|37.2,2024-W49
Influenza,Austria,2024-W46|2024-W47|2024-W48|2024-W49|2024-W50|2024-W51,0.0|0.4|0.4|1.6|3.0|12.5,2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11,11.3|-8.84|-19.67|-26.01|-19.67|-27.02|-27.93|-27.21|-28.75|-29.17|-31.37|-30.17,18.6,,8,1.28,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2024-W51,2.24,True,-0.68,normal,0,2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11,15.1|23.7|32.2|30.1|40.8|42.2|44.3|40.7|38.5|37.2|38.8|28.5,2024-W51
Influenza,Austria,2024-W48|2024-W49|2024-W50|2024-W51|2024-W52|2025-W01,0.4|1.6|3.0|12.5|15.1|23.7,2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13,15.83|12.43|18.46|18.8|18.26|17.33|18.2|14.59|15.39|18.13|15.89|17.26,18.8,,8,-1.22,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W01,2.85,True,2.36,far,0,2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13,32.2|30.1|40.8|42.2|44.3|40.7|38.5|37.2|38.8|28.5|18.9|11.8,2025-W01
Influenza,Austria,2024-W50|2024-W51|2024-W52|2025-W01|2025-W02|2025-W03,3.0|12.5|15.1|23.7|32.2|30.1,2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15,36.13|36.47|35.93|35.0|35.86|32.27|33.06|35.8|33.56|34.93|34.5|34.18,19.27,2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15,8,-0.17,-0.36,normal,"H0_rising,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W03,0.24,False,2.11,far,2,2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15,40.8|42.2|44.3|40.7|38.5|37.2|38.8|28.5|18.9|11.8|11.4|5.8,2025-W03
Influenza,Austria,2024-W52|2025-W01|2025-W02|2025-W03|2025-W04|2025-W05,15.1|23.7|32.2|30.1|40.8|42.2,2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17,41.67|40.74|41.6|38.01|38.81|41.54|39.31|40.68|40.24|39.92|39.95|39.4,19.8,2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17,8,-1.46,-0.36,normal,"H0_falling,H1_rising",7,4,4,1|26|46|47|49|50|51|52,2025-W05,0.2,False,2.68,far,2,2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17,44.3|40.7|38.5|37.2|38.8|28.5|18.9|11.8|11.4|5.8|5.6|0.0,2025-W05
Influenza,Austria,2025-W02|2025-W03|2025-W04|2025-W05|2025-W06|2025-W07,32.2|30.1|40.8|42.2|44.3|40.7,2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19,41.57|37.97|38.77|41.5|39.26|40.63|40.2|39.88|39.9|39.35|38.71|39.2,20.18,2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19,8,-1.7,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W07,-0.51,False,2.33,far,3,2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19,38.5|37.2|38.8|28.5|18.9|11.8|11.4|5.8|5.6|0.0|0.0|4.3,2025-W07
Influenza,Austria,2025-W04|2025-W05|2025-W06|2025-W07|2025-W08|2025-W09,40.8|42.2|44.3|40.7|38.5|37.2,2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21,38.0|40.73|38.5|39.87|39.43|39.12|39.14|38.59|37.94|38.43|36.85|36.04,20.4,2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21,8,-2.14,-0.36,elevated,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W09,0.44,False,1.39,elevated,3,2025-W10|2025-W11|2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21,38.8|28.5|18.9|11.8|11.4|5.8|5.6|0.0|0.0|4.3|1.8|0.0,2025-W09
Influenza,Austria,2025-W06|2025-W07|2025-W08|2025-W09|2025-W10|2025-W11,44.3|40.7|38.5|37.2|38.8|28.5,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,26.27|27.63|27.2|26.88|26.9|26.35|25.71|26.2|24.62|23.8|23.42|23.88,20.65,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,8,-1.27,-0.36,normal,"H0_falling,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W11,-2.44,True,0.58,normal,2,2025-W12|2025-W13|2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23,18.9|11.8|11.4|5.8|5.6|0.0|0.0|4.3|1.8|0.0|0.0|0.0,2025-W11
Influenza,Austria,2025-W08|2025-W09|2025-W10|2025-W11|2025-W12|2025-W13,38.5|37.2|38.8|28.5|18.9|11.8,2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25,11.37|11.05|11.07|10.53|9.88|10.37|8.79|7.98|7.6|8.06|6.84|6.83,20.6,,8,-0.5,-0.36,normal,"H0_rising,H1_falling",7,4,4,1|26|46|47|49|50|51|52,2025-W13,-1.57,False,0.51,normal,0,2025-W14|2025-W15|2025-W16|2025-W17|2025-W18|2025-W19|2025-W20|2025-W21|2025-W22|2025-W23|2025-W24|2025-W25,11.4|5.8|5.6|0.0|0.0|4.3|1.8|0.0|0.0|0.0|0.0|0.0,2025-W13
